taskEfficiency,codeScore,feedbackScore,attendanceScore,trendDelta,totalTasks,overdueCount,feedbackCount,attendanceDays,recommendedAction
52.5,52.14,60.0,14.29,9.85,6.0,3.0,6.0,1.0,Rebalance workload
55.242453717789886,43.82012715007603,66.75406076225812,23.695647163912138,-1.8562111319230183,3,3,6,1,Rebalance workload
44.82260465183778,59.17518379890263,67.00012741886053,14.95030697561216,16.613447241808196,7,2,7,0,Rebalance workload
60.406052711765454,51.74059271210998,58.33623872809265,7.480704555960585,17.185248032044182,6,2,5,2,Rebalance workload
55.788996579276706,55.441860892767906,63.87738902707095,35.70647600870461,7.411509901692306,5,2,7,3,Rebalance workload
51.474472881106124,45.41874818429977,52.57966905877885,20.79592787824701,14.309525027220653,7,2,6,1,Rebalance workload
54.468197370561114,59.11143022358552,62.01235993897214,21.079135630718948,10.255474416933348,7,4,4,0,Rebalance workload
48.26664611136484,47.02897721405326,57.52371973895985,29.239413112343957,4.655013305840541,8,1,5,1,Rebalance workload
57.776000982233505,57.829812638342844,67.14012511679933,10.802749277515623,7.075889244012597,8,3,4,0,Rebalance workload
44.2249294259855,56.117285952430116,61.28183162463509,21.19485354067768,7.286484121980794,6,4,6,2,Rebalance workload
46.54266653040014,49.235569227479424,56.56435895401504,2.331603544109603,12.77183488471349,5,3,7,2,Rebalance workload
58.48846598075507,51.35211612392461,56.190315191602615,13.492817890936008,-0.27400660374817853,3,1,5,2,Assign mentorship
44.35068850175945,49.11469956768488,71.6930546800746,10.72736028938574,14.27509341080252,4,3,5,0,Rebalance workload
60.06277323711656,38.32143661446121,63.909812791912714,16.667356023322778,6.285100265819233,3,3,5,1,Rebalance workload
52.696669309710984,64.95423113056732,57.84579935274278,4.05502507378135,10.925653809737897,6,5,7,2,Rebalance workload
65.66972602097606,42.62989556541719,54.24223620525227,5.024240585944749,7.511141181065392,3,4,6,0,Rebalance workload
43.359788269132125,54.648110779601566,67.54313911104943,34.257308916917864,27.333174796043977,7,2,3,2,Rebalance workload
45.18353014220707,48.81714191856252,54.491128808461724,12.882091135836147,16.245881384725863,6,3,4,0,Rebalance workload
48.123228818340024,51.709739593453435,75.91136922221895,15.592745214728858,15.746437066138345,5,2,5,0,Rebalance workload
71.65622759191648,45.56890656620491,67.5464028336271,5.260728219129735,15.439438077245464,7,3,6,0,Rebalance workload
56.51464981333872,48.50013215727376,48.969548126094764,1.5106242568038066,10.885527506332716,9,3,6,2,Rebalance workload
64.25401567536142,53.89506001091085,56.30165492249637,25.35288710059889,12.42253863076968,9,3,4,0,Rebalance workload
67.35835139008125,65.92932576626637,58.38432708045659,10.458126788640122,18.618665753453215,4,2,7,0,Rebalance workload
52.45390319951936,50.8324568118039,63.0381709391904,28.364818613137167,10.393509441410473,7,1,6,0,Rebalance workload
41.53068245618735,45.114781064569996,56.99288903369269,23.44902542356013,1.8916436935626155,6,2,6,3,Rebalance workload
57.34303893303533,62.83918485954195,58.6094488867509,7.330573883292969,8.506847098717003,6,3,4,1,Rebalance workload
54.554054971250146,72.27979230027137,76.89160150153504,5.757566494411799,8.125699830704942,3,2,6,3,Rebalance workload
45.93824546030752,46.90682847945763,40.6743987323521,12.663340794550923,3.4755135288426207,5,2,6,0,Rebalance workload
39.29659279148109,69.17397689622638,48.41319676853372,3.322144215453603,20.871481169927883,12,2,5,2,Rebalance workload
68.05827879965034,44.2451433725741,57.792499386521015,22.06337576061744,12.458596446799712,5,3,4,1,Rebalance workload
50.10251258991941,53.99735911701005,55.00205503062885,19.00538522545139,15.92629490691897,6,3,6,1,Rebalance workload
46.00597769811437,54.67195409338647,59.12442061427859,35.22168308930595,19.290129414851457,7,2,4,3,Rebalance workload
54.86474302632425,55.98114722713289,44.29872611723226,23.564384815581807,12.576522029286178,4,2,6,1,Rebalance workload
49.870459327768,51.31209385547231,57.732203596138035,15.815625121024684,18.67895183795894,1,3,6,2,Rebalance workload
49.15276876810839,38.08622574017134,62.951959353426986,31.563502141641848,0.6468315705031742,8,3,6,0,Rebalance workload
49.48989444879711,62.54035675759167,65.24389717788937,31.61311605409944,16.91447133386616,7,5,7,3,Rebalance workload
49.830861418187624,52.67236652687364,53.72318559029751,24.18583934594853,2.780178261310806,8,3,8,3,Rebalance workload
68.88581541882121,57.98619752910916,45.851637699120836,13.620468271017991,2.8179568444311043,5,5,7,0,Rebalance workload
43.37654370203641,52.402256743010085,49.05095865556985,7.578597226034188,11.722056829307462,8,4,3,2,Rebalance workload
53.1483021590932,55.451122282981544,74.54588713486086,0.0,6.3033794488533665,7,1,8,2,Rebalance workload
60.119255872590635,47.572450707825645,67.32387320969589,24.974715559890384,11.24726812082301,6,3,5,1,Rebalance workload
0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rebalance workload
0.0,40.86715091482796,8.998418222192651,0.0,-0.7500541819174658,3,0,0,0,Rebalance workload
7.599466714367881,37.89140844448527,11.960645313932902,8.567939825665269,5.050920401340371,1,3,0,0,Rebalance workload
14.438289253654268,34.13840455234539,0.9709239990872973,13.09550684860527,-9.613557246353551,0,0,0,1,Rebalance workload
4.717690585314939,40.01019343462843,0.0,0.0,0.3261215123422936,0,1,1,0,Rebalance workload
6.841197768382684,39.63369099292054,4.7705823504132,0.0,-1.0776684829887513,0,1,0,1,Rebalance workload
0.0,36.859662661374955,7.465671378216657,0.0,-7.778833968448566,0,0,0,1,Rebalance workload
0.0,39.38232065553481,9.802957470397134,13.276861322676917,-0.4148276083568373,3,0,0,0,Rebalance workload
0.0,30.694929170130777,0.0,8.035850193786017,10.324618986995903,0,0,0,1,Rebalance workload
0.0,23.152753393219754,8.35467292411636,0.0,-3.2034014302413274,0,0,1,0,Rebalance workload
2.9579580205423293,40.69537483143075,11.885954899753502,0.0,-8.861146901074392,2,0,2,1,Rebalance workload
0.0,40.59020715237036,17.559113041136698,20.76980529053753,0.4162868107966722,0,1,0,1,Rebalance workload
0.0,40.311265691660424,0.0,0.0,-12.43790061594775,0,0,0,4,Create recovery plan
9.953940329165682,30.10327106926698,3.1293760720586126,0.0,-1.7061830282405708,0,1,0,2,Rebalance workload
0.0,37.85071249889815,23.37906353936249,2.2307974262527512,8.599287039637037,0,1,0,0,Rebalance workload
0.0,41.242410871660425,0.0,6.655852363134292,6.51172202667546,1,0,1,0,Rebalance workload
8.419924129186343,23.148751326279008,0.0,0.0,-8.97036498136323,3,1,0,0,Rebalance workload
0.0,33.45203593653892,21.783735110226623,4.348842714636474,-3.3574337162969368,1,0,0,0,Rebalance workload
0.0,44.12644897352064,3.1018070361244714,6.683260181079969,-4.1302336933845565,2,2,0,0,Rebalance workload
12.022059026882095,36.26924810643951,12.634392528599014,0.0,8.730273457624268,0,0,2,0,Rebalance workload
0.0,34.21148633577316,4.071005555788248,0.0,3.824825415906729,0,1,0,0,Rebalance workload
0.0,31.190164269088378,2.2289931099804883,0.0,-1.5202654136880898,0,0,0,1,Rebalance workload
5.963993733469355,40.880303501248804,5.008800984761368,2.9641800080865948,12.210439816386405,0,0,0,0,Rebalance workload
0.0,30.68962149415265,0.0,3.3429512849771448,0.30685235131297073,0,1,1,0,Rebalance workload
0.0,42.18742336663839,1.69176228737494,0.0,-0.4078815359064294,1,0,0,0,Rebalance workload
12.025674900109538,47.78359988047545,0.0,3.6345433783907315,-14.45953179479925,0,0,0,1,Create recovery plan
17.975668776731947,28.387082244565583,0.0,2.3544836830993034,9.666696890997725,0,0,3,0,Rebalance workload
0.0,34.41114714831329,0.0,8.126012877536446,1.4499583189250282,0,1,0,3,Rebalance workload
0.0,32.70707773518211,4.870184497240783,7.6292648233693665,2.6885961836172214,0,1,0,0,Rebalance workload
0.0,41.370577180344505,0.0,0.0,4.282920818894397,0,0,2,0,Rebalance workload
0.28896906573841197,39.95130758142881,0.0,4.711362933999293,-3.2007140829883465,0,2,0,0,Rebalance workload
14.498432955107049,58.19462362085602,0.0,0.0,-1.8629038571756626,0,0,0,1,Rebalance workload
4.720566377574776,25.844755041445545,6.29277058525399,20.52684981945891,1.031761994622359,0,0,1,0,Rebalance workload
1.47951632679572,34.676288404297516,16.630425116604407,0.0,10.007325666717119,0,1,0,0,Rebalance workload
1.596565031732464,47.5001506946528,0.0,0.0,-0.10537695886467546,0,0,0,0,Rebalance workload
0.0,41.656534684204196,0.0,0.0,4.709064219648811,1,0,0,2,Rebalance workload
3.1441556030438664,56.86081826147259,3.781697388524436,3.8770314126201484,-1.0015675806513908,2,1,2,0,Rebalance workload
0.0,33.96717463270416,7.117215490610903,14.983744402967321,-2.753042958895804,0,0,0,2,Rebalance workload
0.0,31.18635962466484,0.0,0.0,-5.781830666212825,0,0,2,0,Rebalance workload
0.0,37.34436367029176,9.442562592972145,0.0,-5.463449303528692,1,0,1,0,Rebalance workload
6.314972832806103,29.51937508767487,0.0,0.0,-7.295345544624784,0,1,0,0,Rebalance workload
0.0,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rebalance workload
0.0,87.22415085879442,0.0,0.0,-5.5373186513716055,3,0,1,0,Rebalance workload
0.0,81.78250973378168,0.524468978419019,5.487388188641265,-1.1260259455707127,1,0,1,2,Rebalance workload
0.0,60.221851557273155,9.015708578863565,11.877250932619365,-6.123738117080025,0,0,1,4,Rebalance workload
4.646678148913059,75.22626642731444,0.0,0.11451291670654416,-1.7955882233115383,0,2,3,2,Rebalance workload
0.0,85.04015459437824,5.756637685481117,4.4254562420405295,7.497991602262663,1,1,1,1,Rebalance workload
0.0,78.86896861928446,0.0,0.0,10.090899715804944,3,2,0,3,Rebalance workload
0.10847862541642989,79.82237821518224,0.0,3.9699130449884,0.3623155705465026,0,0,0,4,Rebalance workload
8.047919956620685,78.29156351273173,2.239085788209747,0.4421237810419806,-1.2174839087732865,0,0,0,0,Rebalance workload
4.600996330927812,81.33011727946588,0.0,0.0,5.974208315399541,2,1,0,0,Rebalance workload
0.0,80.95683923800286,3.4135203092864668,12.873311116050655,6.599877902052501,0,0,0,0,Rebalance workload
0.0,73.57684713537876,2.27596333472909,0.0,-3.768396502352244,1,0,0,1,Rebalance workload
0.0,74.3500710090767,12.939992459248161,0.0,-12.699926693823187,0,0,0,0,Create recovery plan
10.927708460356515,56.817324535176496,3.5634048698774126,15.614382018035734,-6.766684589350284,0,0,0,0,Rebalance workload
12.847367553160542,92.89909340390017,0.0,19.050602140644703,0.21345886190774918,4,0,0,1,Rebalance workload
28.609683114307817,85.01028459875832,0.0,9.68997870275858,-2.1709952225060487,0,1,0,1,Rebalance workload
0.12586699678763216,80.89266501284348,3.824693076925343,0.0,3.9994360116572016,0,0,0,0,Rebalance workload
0.0,84.8482548613438,0.0,0.0,-3.509244809598004,0,0,0,1,Rebalance workload
0.5670213150122976,63.064429973504716,0.0,0.0,-1.3258039067181246,0,0,0,2,Rebalance workload
0.0,68.82422725679365,0.0,2.889166671687069,7.469684271878673,0,0,0,0,Rebalance workload
0.0,74.93289098196219,0.3472301068282536,0.0,6.296037663260443,0,0,1,0,Rebalance workload
3.50722534788002,79.02042546981014,0.0,15.882761071492624,-3.7332446717683077,4,0,0,0,Rebalance workload
0.0,72.185953217492,3.57329970013942,5.555820886501248,-3.7330062015255487,2,1,2,1,Rebalance workload
